link,aside-content
https://naruto.fandom.com/ru/wiki/Answers,Информация Группа mol-7 Номер Эндинга 15 Начальный Эпизод Эпизод 181 Конечный Эпизод Эпизод 193 Навигация Эндингов ← Предыдущий Следующий → Central Kimi ga ita Shirushi Музыка 
https://naruto.fandom.com/ru/wiki/B-%D1%80%D0%B0%D0%BD%D0%B3,
https://naruto.fandom.com/ru/wiki/BAKU,Информация Группа Ikimonogakari Номер Опенинга 8 Начальный Эпизод Эпизод 181 Конечный Эпизод Эпизод 205 Навигация Опенингов ← Предыдущий Следующий → Hajimatteiku Takamatteiku Gamushara Музыка 
https://naruto.fandom.com/ru/wiki/Bacchikoi,Информация Группа Dev Parade Номер Эндинга 8 Начальный Эпизод Эпизод 91 Конечный Эпизод Эпизод 102 Навигация Эндингов ← Предыдущий Следующий → Long Kiss Goodbye Shinkokyū Музыка 
https://naruto.fandom.com/ru/wiki/Baton_Road,Информация Группа KANA-BOON Номер Опенинга 1 Начальный Эпизод Эпизод 1 Конечный Эпизод Эпизод 26 Навигация Опенингов ← Предыдущий Следующий → Б Оп 0 OVER Музыка 
https://naruto.fandom.com/ru/wiki/Blood_Circulator,Информация Группа Asian Kung-Fu Generation Номер Опенинга 19 Начальный Эпизод Эпизод 459 Конечный Эпизод Эпизод 479 Навигация Опенингов ← Предыдущий Следующий → LINE Kara no Kokoro Музыка 
https://naruto.fandom.com/ru/wiki/Blue_Bird,Информация Группа Ikimono-gakari Номер Опенинга 3 Начальный Эпизод Эпизод 54 Конечный Эпизод Эпизод 77 Навигация Опенингов ← Предыдущий Следующий → Distance Closer Музыка 
https://naruto.fandom.com/ru/wiki/Boku_wa_Hashiri_Tsuzukeru,Информация Группа MELOFLOAT Номер Эндинга 3 Начальный Эпизод Эпизод 27 Конечный Эпизод Эпизод 39 Навигация Эндингов ← Предыдущий Следующий → Sayonara Moon Town Denshin Tamashī Музыка 
https://naruto.fandom.com/ru/wiki/Broken_Youth,Информация Группа NICO Touches the Walls Номер Эндинга 6 Начальный Эпизод Эпизод 64 Конечный Эпизод Эпизод 77 Навигация Эндингов ← Предыдущий Следующий → Sunao na Niji Long Kiss Goodbye Музыка 
https://naruto.fandom.com/ru/wiki/C0,"Появления Манга Наруто Том 40 , Глава 362 Аниме Наруто: Шиппууден Эпизод 124 Игра Naruto Shippūden: Ultimate Ninja Heroes 3 Появления в Аниме, Манга, Игра Информация Классификация Улучшенный Геном , Ниндзюцу , Хиден Элемент Стихия Взрыва Стихия Земли Класс Нападение Дальность Все дистанции Родственные техники Основное Взрывная Глина Пользователи Дейдара "
https://naruto.fandom.com/ru/wiki/C1,"Появления Манга Наруто Том 28 , Глава 247 Аниме Наруто: Шиппууден Эпизод 3 Фильм Наруто Фильм: Путь Ниндзя Игра Naruto Shippūden: Gekitō Ninja Taisen! EX Новелла Акацуки Хиден: Зловещие Цветки в Самом Цвету Появления в Аниме, Манга, Фильм, Игра, Новелла Информация Классификация Улучшенный Геном , Хиден , Ниндзюцу Элемент Стихия Взрыва Стихия Земли Класс Нападение, Поддержка Дальность Все дистанции Ручные печати Змея → Тигр Родственные техники Основное Взрывная Глина Производное Куклы из Взрывной Глины Пользователи Дейдара Секией (Только в аниме) "
https://naruto.fandom.com/ru/wiki/C2,"Появления Манга Наруто Том 39 , Глава 357 Аниме Наруто: Шиппууден Эпизод 123 Фильм Наруто Фильм: Путь Ниндзя Игра Naruto Shippūden: Ultimate Ninja Heroes 3 Новелла Акацуки Хиден: Зловещие Цветки в Самом Цвету Появления в Аниме, Манга, Фильм, Игра, Новелла Информация Классификация Улучшенный Геном , Хиден , Ниндзюцу Элемент Стихия Взрыва Стихия Земли Класс Нападение, Защита, Поддержка Дальность Все дистанции Родственные техники Основное Взрывная Глина Производное Взрывные Мины Пользователи Дейдара "
https://naruto.fandom.com/ru/wiki/C2_%D0%9F%D1%80%D0%B8%D0%B6%D0%B8%D0%BC%D0%B0%D0%B5%D1%82_%D0%BA_%D0%A1%D1%82%D0%B5%D0%BD%D0%B5!!,"Информация по главе Том Люди Начинают Движение (#39) Предыдущая глава "" Дейдара Против Саске!! "" Глава Наруто #358 Следующая глава "" Эти Глаза...!! "" Арка Миссия Преследования Итачи Аниме Наруто: Шиппууден Эпизод 123 Техники Взрывные Наземные Мины Техника Управляемых Сюрикенов "
https://naruto.fandom.com/ru/wiki/C3,"Появления Манга Наруто Том 28 , Глава 249 Аниме Наруто: Шиппууден Эпизод 5 Игра Naruto Shippūden: Ultimate Ninja 5 Появления в Аниме, Манга, Игра Информация Классификация Улучшенный Геном , Хиден , Ниндзюцу Элемент Стихия Взрыва Стихия Земли Класс Нападение Дальность Все дистанции Ручные печати Отсутствуют Родственные техники Основное Взрывная Глина Пользователи Дейдара "
https://naruto.fandom.com/ru/wiki/C4,"Появления Манга Наруто Том 40 , Глава 360 Аниме Наруто: Шиппууден Эпизод 123 Появления в Аниме, Манга Информация Классификация Улучшенный Геном , Ниндзюцу , Хиден Элемент Стихия Взрыва Стихия Земли Класс Нападение Дальность Все дистанции Ручные печати Тигр  → Змея  → Птица  → Змея Родственные техники Основное Взрывная Глина Пользователи Дейдара "
https://naruto.fandom.com/ru/wiki/Central,Информация Группа Ami Sakaguchi Номер Эндинга 14 Начальный Эпизод Эпизод 168 Конечный Эпизод Эпизод 180 Навигация Эндингов ← Предыдущий Следующий → Maybe I Answers Музыка 
https://naruto.fandom.com/ru/wiki/Closer,Информация Группа Дзё Иноэ Номер Опенинга 4 Начальный Эпизод Эпизод 78 Конечный Эпизод Эпизод 102 Навигация Опенингов ← Предыдущий Следующий → Blue Bird Hotaru no Hikari Музыка 
https://naruto.fandom.com/ru/wiki/Dareka_Ga,
https://naruto.fandom.com/ru/wiki/Denshin_Tamash%C4%AB,Информация Группа Game Jikkyosha Wakuwaku Band Номер Эндинга 4 Начальный Эпизод Эпизод 40 Конечный Эпизод Эпизод 51 Навигация Эндингов ← Предыдущий Следующий → Boku wa Hashiri Tsuzukeru Kachō Fūgetsu Музыка 
https://naruto.fandom.com/ru/wiki/Distance,Информация Группа Long Shot Party Номер Опенинга 2 Начальный Эпизод Эпизод 31 Конечный Эпизод Эпизод 53 Навигация Опенингов ← Предыдущий Следующий → Hero's Come Back!! Blue Bird Музыка 
https://naruto.fandom.com/ru/wiki/Diver,Информация Группа NICO Touches the Walls Номер Опенинга 8 Начальный Эпизод Эпизод 180 Конечный Эпизод Эпизод 205 Навигация Опенингов ← Предыдущий Следующий → Toumei datta Sekai Lovers Музыка 
https://naruto.fandom.com/ru/wiki/Diver_(%D1%8D%D0%BD%D0%B4%D0%B8%D0%BD%D0%B3),
https://naruto.fandom.com/ru/wiki/Dreamy_Journey,Информация Группа The Peggies Номер Эндинга 1 Начальный Эпизод Эпизод 1 Конечный Эпизод Эпизод 13 Навигация Эндингов ← Предыдущий Следующий → Б Эн 0 Sayonara Moon Town Музыка 
https://naruto.fandom.com/ru/wiki/FREEDOM,Информация Группа HOME MADE 家族 Номер Эндинга 17 Начальный Эпизод Эпизод 206 Конечный Эпизод Эпизод 218 Навигация Эндингов ← Предыдущий Следующий → Mayonaka no Orchestra Yokubō o Sakebe!!! Музыка 
https://naruto.fandom.com/ru/wiki/Fireworks,Информация Группа FlowBack Номер Эндинга 12 Начальный Эпизод Эпизод 139 Конечный Эпизод Эпизод 150 Навигация Эндингов ← Предыдущий Следующий → Wish On Maybe I Музыка 
https://naruto.fandom.com/ru/wiki/For_You,Информация Группа AZU Номер Эндинга 12 Начальный Эпизод Эпизод 142 Конечный Эпизод Эпизод 153 Навигация Эндингов ← Предыдущий Следующий → Omae Dattanda Jitensha Музыка 
https://naruto.fandom.com/ru/wiki/GO!!!,Информация Группа FLOW Номер Опенинга 4 Начальный Эпизод Эпизод 78 Конечный Эпизод Эпизод 103 Навигация Опенингов ← Предыдущий Следующий → Kanashimi wo Yasashisa ni Seishun Kyōsōkyoku Музыка 
https://naruto.fandom.com/ru/wiki/GOLD,Информация Группа FLOW Номер Опенинга 10 Начальный Эпизод Эпизод 231 Навигация Опенингов ← Предыдущий Следующий → Gamushara Б Оп 11 Музыка 
https://naruto.fandom.com/ru/wiki/Gamushara,Информация Группа Ikimonogakari Номер Опенинга 9 Начальный Эпизод Эпизод 206 Навигация Опенингов ← Предыдущий Следующий → BAKU GOLD Музыка 
https://naruto.fandom.com/ru/wiki/Golden_Time,Информация Группа Fujifabric Номер Опенинга 5 Начальный Эпизод Эпизод 101 Конечный Эпизод Эпизод 126 Навигация Опенингов ← Предыдущий Следующий → Lonely Go! Teenage Dream Музыка 
https://naruto.fandom.com/ru/wiki/Guren,Информация Группа DOES Номер Опенинга 15 Начальный Эпизод Эпизод 357 Конечный Эпизод Эпизод 379 Навигация Опенингов ← Предыдущий Следующий → Tsuki no Ookisa Silhouette Музыка 
https://naruto.fandom.com/ru/wiki/Hajimatteiku_Takamatteiku,Информация Группа Sambomaster Номер Опенинга 7 Начальный Эпизод Эпизод 151 Конечный Эпизод Эпизод 180 Навигация Опенингов ← Предыдущий Следующий → Teenage Dream BAKU Музыка 
https://naruto.fandom.com/ru/wiki/Hajimete_Kimi_to_Shabetta,Информация Группа GaGaGa SP Номер Эндинга 8 Начальный Эпизод Эпизод 116 Конечный Эпизод Эпизод 128 Навигация Эндингов ← Предыдущий Следующий → Mountain a Go Go Two Nakushita Kotoba Музыка 
https://naruto.fandom.com/ru/wiki/Harmonia,Информация Группа Rhythem Номер Эндинга 2 Начальный Эпизод Эпизод 25 Конечный Эпизод Эпизод 51 Навигация Эндингов ← Предыдущий Следующий → Wind Viva★Rock~Japanese Side~ Музыка 
https://naruto.fandom.com/ru/wiki/Haruka_Kanata,Информация Группа Asian Kung-Fu Generation Номер Опенинга 2 Начальный Эпизод Эпизод 26 Конечный Эпизод Эпизод 53 Навигация Опенингов ← Предыдущий Следующий → R★O★C★K★S Kanashimi wo Yasashisa ni Музыка 
https://naruto.fandom.com/ru/wiki/Hero%27s_Come_Back!!,Информация Группа Nobodyknows+ Номер Опенинга 1 Начальный Эпизод Эпизод 1 Конечный Эпизод Эпизод 30 Навигация Опенингов ← Предыдущий Следующий → НШ Оп 0 Distance Музыка 
https://naruto.fandom.com/ru/wiki/Home_Sweet_Home,
https://naruto.fandom.com/ru/wiki/Hotaru_no_Hikari,Информация Группа Ikimono-gakari Номер Опенинга 5 Начальный Эпизод Эпизод 103 Конечный Эпизод Эпизод 128 Навигация Опенингов ← Предыдущий Следующий → Closer Sign Музыка 
https://naruto.fandom.com/ru/wiki/IQ200,"Появления Игра Naruto Shippūden: Ultimate Ninja 4 Появления в Игра Информация Классификация Букидзюцу , Сюрикендзюцу Класс Нападение Дальность Дальние дистанции (10+ м) Пользователи Шикамару Нара "
https://naruto.fandom.com/ru/wiki/Ima_Made_Nando_Mo,Информация Группа The Massmissile Номер Эндинга 5 Начальный Эпизод Эпизод 78 Конечный Эпизод Эпизод 89 Навигация Эндингов ← Предыдущий Следующий → ALIVE Ryūsei Музыка 
https://naruto.fandom.com/ru/wiki/It%27s_All_in_the_Game,Информация Группа Qyoto Номер Опенинга 3 Начальный Эпизод Эпизод 52 Конечный Эпизод Эпизод 75 Навигация Опенингов ← Предыдущий Следующий → OVER Lonely Go! Музыка 
https://naruto.fandom.com/ru/wiki/Jitensha,Информация Группа OreSkaBand Номер Эндинга 13 Начальный Эпизод Эпизод 154 Конечный Эпизод Эпизод 166 Навигация Эндингов ← Предыдущий Следующий → For You Utakata Hanabi Музыка 
https://naruto.fandom.com/ru/wiki/Jump_Force,"Информация о игре Платформа PlayStation 4, Xbox One, Microsoft Windows Дата выхода В Японии 14 февраля  2019 В Америке 15 февраля 2019 "
https://naruto.fandom.com/ru/wiki/Jump_Ultimate_Stars,Информация о игре Платформа Nintendo DS Предыдущая игра Jump Super Stars Дата выхода В Японии 23 Ноября 2006 Дзюцу Наруто Узумаки Спиральный Комбо Соединяющий Расенган Трёххвостый Расенган Снаряжение Нет в этой игре 
https://naruto.fandom.com/ru/wiki/Kach%C5%8D_F%C5%ABgetsu,Информация Группа Coala Mode Номер Эндинга 5 Начальный Эпизод Эпизод 52 Конечный Эпизод Эпизод 63 Навигация Эндингов ← Предыдущий Следующий → Denshin Tamashī Raika Музыка 
https://naruto.fandom.com/ru/wiki/Kanashimi_wo_Yasashisa_ni,Информация Группа little by little Номер Опенинга 3 Начальный Эпизод Эпизод 54 Конечный Эпизод Эпизод 77 Навигация Опенингов ← Предыдущий Следующий → Haruka Kanata GO!!! Музыка 
https://naruto.fandom.com/ru/wiki/Kara_no_Kokoro,Информация Группа Anly Номер Опенинга 20 Начальный Эпизод Эпизод 480 Конечный Эпизод Эпизод 500 Навигация Опенингов ← Предыдущий Следующий → Blood Circulator НШ Оп 21 Музыка 
https://naruto.fandom.com/ru/wiki/Kaze,Информация Группа Yamazaru Номер Опенинга 17 Начальный Эпизод Эпизод 406 Конечный Эпизод Эпизод 431 Навигация Опенингов ← Предыдущий Следующий → Silhouette LINE Музыка 
https://naruto.fandom.com/ru/wiki/Kimi_Monogatari,Информация Группа Little by Little Номер Эндинга 3 Начальный Эпизод Эпизод 31 Конечный Эпизод Эпизод 41 Навигация Эндингов ← Предыдущий Следующий → Michi ~to you all Mezamero! Yasei Музыка 
https://naruto.fandom.com/ru/wiki/Kimi_ga_ita_Shirushi,Информация Группа Halca Номер Эндинга 16 Начальный Эпизод Эпизод 193 Конечный Эпизод Эпизод 205 Навигация Эндингов ← Предыдущий Следующий → Answers Who are you? Музыка 
https://naruto.fandom.com/ru/wiki/LINE,Информация Группа Sukima Switch Номер Опенинга 18 Начальный Эпизод Эпизод 432 Конечный Эпизод Эпизод 458 Навигация Опенингов ← Предыдущий Следующий → Kaze Blood Circulator Музыка 
https://naruto.fandom.com/ru/wiki/Lonely_Go!,Информация Группа Brian the Sun Номер Опенинга 4 Начальный Эпизод Эпизод 76 Конечный Эпизод Эпизод 100 Навигация Опенингов ← Предыдущий Следующий → It's All in the Game Golden Time Музыка 
https://naruto.fandom.com/ru/wiki/Long_Kiss_Goodbye,Информация Группа Halcali Номер Эндинга 7 Начальный Эпизод Эпизод 78 Конечный Эпизод Эпизод 90 Навигация Эндингов ← Предыдущий Следующий → Broken Youth Bacchikoi Музыка 
https://naruto.fandom.com/ru/wiki/Lovers,Информация Группа 7!! Seven Oops Номер Опенинга 9 Начальный Эпизод Эпизод 206 Конечный Эпизод Эпизод 230 Навигация Опенингов ← Предыдущий Следующий → Diver Newsong Музыка 
https://naruto.fandom.com/ru/wiki/Maybe_I,Информация Группа Seven Billion Dots Номер Эндинга 13 Начальный Эпизод Эпизод 151 Конечный Эпизод Эпизод 167 Навигация Эндингов ← Предыдущий Следующий → Fireworks Central Музыка 
https://naruto.fandom.com/ru/wiki/Mayonaka_no_Orchestra,Информация Группа Aqua Timez Номер Эндинга 16 Начальный Эпизод Эпизод 193 Конечный Эпизод Эпизод 205 Навигация Эндингов ← Предыдущий Следующий → U Can Do It! FREEDOM Музыка 
https://naruto.fandom.com/ru/wiki/Mezamero!_Yasei,Информация Группа MATCHY with QUESTION? Номер Эндинга 4 Начальный Эпизод Эпизод 42 Конечный Эпизод Эпизод 53 Навигация Эндингов ← Предыдущий Следующий → Kimi Monogatari Sunao na Niji Музыка 
https://naruto.fandom.com/ru/wiki/Michi_~to_you_all,Информация Группа alüto Номер Эндинга 2 Начальный Эпизод Эпизод 19 Конечный Эпизод Эпизод 30 Навигация Эндингов ← Предыдущий Следующий → Nagareboshi ~Shooting Star~ Kimi Monogatari Музыка 
https://naruto.fandom.com/ru/wiki/Mikansei_na_Hikaritachi,Информация Композитор Fukuhara Haruka Номер Эндинга 10 Начальный Эпизод Эпизод 114 Конечный Эпизод Эпизод 126 Навигация Эндингов ← Предыдущий Следующий → Ride or Die Wish On Музыка 
https://naruto.fandom.com/ru/wiki/Moshimo,Информация Группа Daisuke Номер Опенинга 12 Начальный Эпизод Эпизод 282 Конечный Эпизод Эпизод 306 Навигация Опенингов ← Предыдущий Следующий → Totsugeki Rock Niwaka Ame ni mo Makezu Музыка 
https://naruto.fandom.com/ru/wiki/Mountain_a_Go_Go_Two,Информация Группа Captain Strydum Номер Эндинга 7 Начальный Эпизод Эпизод 104 Конечный Эпизод Эпизод 115 Навигация Эндингов ← Предыдущий Следующий → Ryūsei Hajimete Kimi to Shabetta Музыка 
https://naruto.fandom.com/ru/wiki/My_Answer,Информация Группа SEAMO Номер Эндинга 10 Начальный Эпизод Эпизод 116 Конечный Эпизод Эпизод 128 Навигация Эндингов ← Предыдущий Следующий → Shinkokyū Omae Dattanda Музыка 
https://naruto.fandom.com/ru/wiki/Nagareboshi_~Shooting_Star~,Информация Группа HOME MADE 家族 Номер Эндинга 1 Начальный Эпизод Эпизод 1 Конечный Эпизод Эпизод 18 Навигация Эндингов ← Предыдущий Следующий → НШ Эн 0 Michi ~to you all Музыка 
https://naruto.fandom.com/ru/wiki/Nakushita_Kotoba,Информация Группа No Regret Life Номер Эндинга 9 Начальный Эпизод Эпизод 129 Конечный Эпизод Эпизод 141 Навигация Эндингов ← Предыдущий Следующий → Hajimete Kimi to Shabetta Speed Музыка 
https://naruto.fandom.com/ru/wiki/Namikaze_Satellite,"Информация Группа Snowkel Номер Опенинга 7 Начальный Эпизод Эпизод 154 Конечный Эпизод Эпизод 178 Навигация Опенингов ← Предыдущий Следующий → No Boy, No Cry Re:member Музыка "
https://naruto.fandom.com/ru/wiki/Naruto:_Konoha_Ninp%C5%8Dch%C5%8D,Информация о игре Платформа WonderSwan Color Дата выхода В Японии 27 Марта 2003 В Америке — В России — 
https://naruto.fandom.com/ru/wiki/Naruto:_Konoha_Senki,Информация о игре Платформа Game Boy Advance Дата выхода В Японии 12 сентября 2003 Дзюцу Нет в этой игре Снаряжение Военные Пилюли Дымовая Бомба 
https://naruto.fandom.com/ru/wiki/Naruto:_Ninja_Council_2,Информация о игре Платформа Game Boy Advance Серия Ninja Council Предыдущая игра Naruto: Ninja Council Следующая игра Naruto: Ninja Council 2 European Version Дата выхода В Японии 29 Апреля 2004 В Америке 10 Октября 2006 Дзюцу Нет в этой игре Снаряжение Нет в этой игре 
https://naruto.fandom.com/ru/wiki/Naruto:_Ninja_Destiny,Информация о игре Платформа Nintendo DS Серия Ninja Destiny Следующая игра Naruto Shippūden: Ninja Destiny 2 Дата выхода В Японии 14 Декабря 2006 В Америке 20 Марта 2008 Дзюцу Демонический Раж Преграда Девятихвостого Лиса Шаринган: Негативная Путаница Снаряжение Нет в этой игре 
https://naruto.fandom.com/ru/wiki/Naruto:_Path_of_the_Ninja,"Информация о игре Платформа Game Boy Advance , Nintendo DS Серия Path of the Ninja Следующая игра Naruto RPG 2: Chidori vs. Rasengan Дата выхода В Японии 22 Июля 2004 В Америке 23 Октября 2007 Дзюцу Сияющий Танец Сюрикенов Разрушительная Сказка Фарт Дзюцу Тени Овечьего Облака Бесшумное Убийство Тысяча Игл Смерти Дикий Танец Сюрикенов Снаряжение Динамик Резонирующего Эха "
https://naruto.fandom.com/ru/wiki/Naruto:_Shinobi_Collection,Информация о игре Платформа Андроид iOS Предыдущая игра Naruto: Shinobi Masters Следующая игра Naruto: Shinobi Collection Shippū Ranbu Дата выхода В Японии 2014 Дзюцу Локализированный Взрыв Реинкарнации 
https://naruto.fandom.com/ru/wiki/Naruto:_Shinobi_Collection_Shipp%C5%AB_Ranbu,Информация о игре Для игры на Смартфоне Предыдущая игра Naruto: Shinobi Collection Дата выхода В Японии 27 июля 2015 Дзюцу Аменомихашира Клинок Скрытый В Гендзюцу Демоническая Иллюзия: Связанное Древом Разрушение Сверлящая Рука Молнии Мудреца Стихия Огня: Скачок Багрового Ворона Проповедь Ангела Великая Огненная Молния Хинокагуцучи Стихия Молнии: Проникающая Волна Белая Атака Марионетки Неистовый Заградительный Огонь Расенган: Вспышка Красная Молния Высвобождение Квадрата Запечатывающих Бомб Шесть Путей: Атака Пламенной Руки Шесть Путей: Куницками Спиральная Вспышка Супер Кругового Танца Воя Стиль Три Стихия Шторма: Клинок Лазурного Орла Супер Расюрикен Шаров Хвостатого Зверя Пылающий Меч Учиха: Одержимость Огнем Стихия Воды: Техника Похорон Взрыва Гидрификации Стихия Ветра: Песчаная Дробь Снаряжение Нет в этой игре 
https://naruto.fandom.com/ru/wiki/Naruto:_Shinobi_Masters,Информация о игре Платформа Андроид iOS Следующая игра Naruto: Shinobi Collection Дата выхода В Японии 27 июня 2012 
https://naruto.fandom.com/ru/wiki/Naruto:_Ultimate_Ninja,Информация о игре Платформа PlayStation 2 Серия Naruto: Ultimate Ninja (серия игр) Следующая игра Naruto: Ultimate Ninja 2 Дата выхода В Японии 23 октября 2003 В Америке 26 июня 2006 Дзюцу Большой Танк Человеческого Снаряда Великая Сакура Взрыв Ледяных Кристаллов Водопад Связывающего Песка Восемь Врат Восемь Триграмм Великое Вращающееся Небо Ладони Восемь Триграмм Небесное Вращение Восемь Триграмм Сто Двадцать Восемь Ладоней Демоническая Иллюзия: Связанная Древом Смерть Демоническое Зеркало Ледяного Убийства Дикий Танец Приливов Огня Динамический Выход Злоба Раскалывающего Песчаного Облака Истинный Обратный Лотос Клинок Кусанаги: Клинки Со Всех Сторон Клинок Кусанаги: Убийство Одним Ударом Красная Чакра Летящая Ласточка Мягкий Кулак Нога Хвоста Дракона Обезглавливание Жабьим Мечом Обратный Лотос Песчаный Клон Песчаный Сюрикен Погребение Песчаного Водопада Полет Губительной Воды Построение Четырёх Фиолетовых Огней Поток Пыли Песка Практика Хождения по Водной Поверхности Преследующий Песок Призыв: Воскрешение Нечестивого Мира Призыв: Стихия Земли: Техника Преследующего Клыка Приобретение Сказки Проклятая Печать Небес Рвущий Клинок Режим Шарингана Секретная Техника Стихии Дерева: Рождение Мира Деревьев Сильный Кулак Скрытые Тенью Руки-Змеи Слезы Обиды из Песчаных Облаков Смертельные Ледяные Шипы Сотни Яростных Ладоней Стена Текущего Песка Стихия Ветра: Бесконечное Песчаное Облако — Великий Порыв Стихия Ветра: Сверлящий Воздушный Снаряд Стихия Земли: Земляная Стена Тайдзюцу Листа: Вихрь Яростных Ударов Ног Танец Тысячи Вспышек Обезглавливания Техника Истинного Теневого Подражания Техника Телескопа Техника Теневого Связывания Шеи Техника Храма Нирваны Техника Частичного Увеличения Размера Убирайся Прочь Снаряжение Клинки Чакры Сюрикен Фуума Гигантский Складной Веер Информационные Карты Ниндзя Песок Меч Клинок Кусанаги Нити Проволоки 
